J0132,"Injection, acetylcysteine, 100 mg",,,
J0133,"Injection, acyclovir, 5 mg",,,
J0134,"Injection, acetaminophen (fresenius kabi) not therapeutically equivalent to j0131, 10 mg",,,
J0153,"Injection, adenosine, 1 mg (not to be used to report any adenosine phosphate compounds)",,,
J0171,"Injection, adrenalin, epinephrine, 0.1 mg",,,
J0172,"Injection, aducanumab-avwa, 2 mg",,,
J0174,"Injection, lecanemab-irmb, 1 mg",,,
J0178,"Injection, aflibercept, 1 mg",,,
J0179,"Injection, brolucizumab-dbll, 1 mg",,,
J0180,"Injection, agalsidase beta, 1 mg",,,
J0185,"Injection, aprepitant, 1 mg",,,
J0202,"Injection, alemtuzumab, 1 mg",,,
J0219,"Injection, avalglucosidase alfa-ngpt, 4 mg",,,
J0221,"Injection, alglucosidase alfa, (lumizyme), 10 mg",,,
J0222,"Injection, patisiran, 0.1 mg",,,
J0223,"Injection, givosiran, 0.5 mg",,,
J0224,"Injection, lumasiran, 0.5 mg",,,
J0225,"Injection, vutrisiran, 1 mg",,,
J0248,"Injection, remdesivir, 1 mg",,,
J0256,"Injection, alpha 1 proteinase inhibitor (human), not otherwise specified, 10 mg",,,
J0257,"Injection, alpha 1 proteinase inhibitor (human), (glassia), 10 mg",,,
J0278,"Injection, amikacin sulfate, 100 mg",,,
J0280,"Injection, aminophyllin, up to 250 mg",,,
J0285,"Injection, amphotericin b, 50 mg",,,
J0289,"Injection, amphotericin b liposome, 10 mg",,,
J0290,"Injection, ampicillin sodium, 500 mg",,,
J0291,"Injection, plazomicin, 5 mg",,,
J0295,"Injection, ampicillin sodium/sulbactam sodium, per 1.5 gm",,,
J0348,"Injection, anidulafungin, 1 mg",,,
J0360,"Injection, hydralazine hcl, up to 20 mg",,,
J0401,"Injection, aripiprazole, extended release, 1 mg",,,
J0456,"Injection, azithromycin, 500 mg",,,
J0457,"Injection, aztreonam, 100 mg",,,
J0461,"Injection, atropine sulfate, 0.01 mg",,,
J0475,"Injection, baclofen, 10 mg",,,
J0476,"Injection, baclofen, 50 mcg for intrathecal trial",,,
J0480,"Injection, basiliximab, 20 mg",,,
J0485,"Injection, belatacept, 1 mg",,,
J0490,"Injection, belimumab, 10 mg",,,
J0491,"Injection, anifrolumab-fnia, 1 mg",,,
J0500,"Injection, dicyclomine hcl, up to 20 mg",,,
J0515,"Injection, benztropine mesylate, per 1 mg",,,
J0517,"Injection, benralizumab, 1 mg",,,
J0558,"Injection, penicillin g benzathine and penicillin g procaine, 100,000 units",,,
J0561,"Injection, penicillin g benzathine, 100,000 units",,,
J0565,"Injection, bezlotoxumab, 10 mg",,,
J0583,"Injection, bivalirudin, 1 mg",,,
J0584,"Injection, burosumab-twza 1 mg",,,
J0585,"Injection, onabotulinumtoxina, 1 unit",,,
J0586,"Injection, abobotulinumtoxina, 5 units",,,
J0587,"Injection, rimabotulinumtoxinb, 100 units",,,
J0588,"Injection, incobotulinumtoxin a, 1 unit",,,
J0592,"Injection, buprenorphine hydrochloride, 0.1 mg",,,
J0594,"Injection, busulfan, 1 mg",,,
J0595,"Injection, butorphanol tartrate, 1 mg",,,
J0596,"Injection, c1 esterase inhibitor (recombinant), ruconest, 10 units",,,
J0597,"Injection, c-1 esterase inhibitor (human), berinert, 10 units",,,
J0598,"Injection, c-1 esterase inhibitor (human), cinryze, 10 units",,,
J0612,"Injection, calcium gluconate (fresenius kabi), per 10 mg",,,
J0613,"Injection, calcium gluconate (wg critical care), per 10 mg",,,
J0630,"Injection, calcitonin salmon, up to 400 units",,,
J0637,"Injection, caspofungin acetate, 5 mg",,,
J0638,"Injection, canakinumab, 1 mg",,,
J0640,"Injection, leucovorin calcium, per 50 mg",,,
J0642,"Injection, levoleucovorin (khapzory), 0.5 mg",,,
J0665,"Injection, bupivicaine, not otherwise specified, 0.5 mg",,,
J0670,"Injection, mepivacaine hydrochloride, per 10 ml",,,
J0689,"Injection, cefazolin sodium (baxter), not therapeutically equivalent to j0690, 500 mg",,,
J0690,"Injection, cefazolin sodium, 500 mg",,,
J0692,"Injection, cefepime hydrochloride, 500 mg",,,
J0694,"Injection, cefoxitin sodium, 1 gm",,,
J0695,"Injection, ceftolozane 50 mg and tazobactam 25 mg",,,
J0696,"Injection, ceftriaxone sodium, per 250 mg",,,
J0697,"Injection, sterile cefuroxime sodium, per 750 mg",,,
J0699,"Injection, cefiderocol, 10 mg",,,
J0702,"Injection, betamethasone acetate 3 mg and betamethasone sodium phosphate 3 mg",,,
J0703,"Injection, cefepime hydrochloride (b braun), not therapeutically equivalent to maxipime, 500 mg",,,
J0712,"Injection, ceftaroline fosamil, 10 mg",,,
J0713,"Injection, ceftazidime, per 500 mg",,,
J0714,"Injection, ceftazidime and avibactam, 0.5 g/0.125 g",,,
J0717,"Injection, certolizumab pegol, 1 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",,,
J0725,"Injection, chorionic gonadotropin, per 1,000 usp units",,,
J0735,"Injection, clonidine hydrochloride, 1 mg",,,
J0736,"Injection, clindamycin phosphate, 300 mg",,,
J0737,"Injection, clindamycin phosphate (baxter), not therapeutically equivalent to j0736, 300 mg",,,
J0740,"Injection, cidofovir, 375 mg",,,
J0741,"Injection, cabotegravir and rilpivirine, 2mg/3mg",,,
J0743,"Injection, cilastatin sodium; imipenem, per 250 mg",,,
J0744,"Injection, ciprofloxacin for intravenous infusion, 200 mg",,,
J0770,"Injection, colistimethate sodium, up to 150 mg",,,
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",,,
J0780,"Injection, prochlorperazine, up to 10 mg",,,
J0791,"Injection, crizanlizumab-tmca, 5 mg",,,
J0834,"Injection, cosyntropin, 0.25 mg",,,
J0840,"Injection, crotalidae polyvalent immune fab (ovine), up to 1 gram",,,
J0841,"Injection, crotalidae immune f(ab')2 (equine), 120 mg",,,
J0850,"Injection, cytomegalovirus immune globulin intravenous (human), per vial",,,
J0875,"Injection, dalbavancin, 5 mg",,,
J0877,"Injection, daptomycin (hospira), not therapeutically equivalent to j0878, 1 mg",,,
J0878,"Injection, daptomycin, 1 mg",,,
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",,,
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",,,
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",,,
J0887,"Injection, epoetin beta, 1 microgram, (for esrd on dialysis)",,,
J0888,"Injection, epoetin beta, 1 microgram, (for non esrd use)",,,
J0893,"Injection, decitabine (sun pharma) not therapeutically equivalent to j0894, 1 mg",,,
J0894,"Injection, decitabine, 1 mg",,,
J0895,"Injection, deferoxamine mesylate, 500 mg",,,
J0896,"Injection, luspatercept-aamt, 0.25 mg",,,
J0897,"Injection, denosumab, 1 mg",,,
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",,,
J1020,"Injection, methylprednisolone acetate, 20 mg",,,
J1030,"Injection, methylprednisolone acetate, 40 mg",,,
J1040,"Injection, methylprednisolone acetate, 80 mg",,,
J1071,"Injection, testosterone cypionate, 1 mg",,,
J1100,"Injection, dexamethasone sodium phosphate, 1 mg",,,
J1110,"Injection, dihydroergotamine mesylate, per 1 mg",,,
J1120,"Injection, acetazolamide sodium, up to 500 mg",,,
J1160,"Injection, digoxin, up to 0.5 mg",,,
J1162,"Injection, digoxin immune fab (ovine), per vial",,,
J1165,"Injection, phenytoin sodium, per 50 mg",,,
J1170,"Injection, hydromorphone, up to 4 mg",,,
J1190,"Injection, dexrazoxane hydrochloride, per 250 mg",,,
J1200,"Injection, diphenhydramine hcl, up to 50 mg",,,
J1201,"Injection, cetirizine hydrochloride, 0.5 mg",,,
J1205,"Injection, chlorothiazide sodium, per 500 mg",,,
J1212,"Injection, dmso, dimethyl sulfoxide, 50%, 50 ml",,,
J1230,"Injection, methadone hcl, up to 10 mg",,,
J1240,"Injection, dimenhydrinate, up to 50 mg",,,
J1245,"Injection, dipyridamole, per 10 mg",,,
J1250,"Injection, dobutamine hydrochloride, per 250 mg",,,
J1265,"Injection, dopamine hcl, 40 mg",,,
J1270,"Injection, doxercalciferol, 1 mcg",,,
J1290,"Injection, ecallantide, 1 mg",,,
J1300,"Injection, eculizumab, 10 mg",,,
J1301,"Injection, edaravone, 1 mg",,,
J1302,"Injection, sutimlimab-jome, 10 mg",,,
J1303,"Injection, ravulizumab-cwvz, 10 mg",,,
J1305,"Injection, evinacumab-dgnb, 5mg",,,
J1306,"Injection, inclisiran, 1 mg",,,
J1322,"Injection, elosulfase alfa, 1 mg",,,
J1325,"Injection, epoprostenol, 0.5 mg",,,
J1335,"Injection, ertapenem sodium, 500 mg",,,
J1364,"Injection, erythromycin lactobionate, per 500 mg",,,
J1380,"Injection, estradiol valerate, up to 10 mg",,,
J1410,"Injection, estrogen conjugated, per 25 mg",,,
J1430,"Injection, ethanolamine oleate, 100 mg",,,
J1437,"Injection, ferric derisomaltose, 10 mg",,,
J1439,"Injection, ferric carboxymaltose, 1 mg",,,
J1440,"Fecal microbiota, live - jslm, 1 ml",,,
J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",,,
J1447,"Injection, tbo-filgrastim, 1 microgram",,,
J1448,"Injection, trilaciclib, 1mg",,,
J1449,"Injection, eflapegrastim-xnst, 0.1 mg",,,
J1450,"Injection fluconazole, 200 mg",,,
J1453,"Injection, fosaprepitant, 1 mg",,,
J1454,"Injection, fosnetupitant 235 mg and palonosetron 0.25 mg",,,
J1456,"Injection, fosaprepitant (teva), not therapeutically equivalent to j1453, 1 mg",,,
J1459,"Injection, immune globulin (privigen), intravenous, non-lyophilized (e.g., liquid), 500 mg",,,
J1460,"Injection, gamma globulin, intramuscular, 1 cc",,,
J1551,"Injection, immune globulin (cutaquig), 100 mg",,,
J1554,"Injection, immune globulin (asceniv), 500 mg",,,
J1555,"Injection, immune globulin (cuvitru), 100 mg",,,
J1556,"Injection, immune globulin (bivigam), 500 mg",,,
J1557,"Injection, immune globulin, (gammaplex), intravenous, non-lyophilized (e.g., liquid), 500 mg",,,
J1558,"Injection, immune globulin (xembify), 100 mg",,,
J1559,"Injection, immune globulin (hizentra), 100 mg",,,
J1561,"Injection, immune globulin, (gamunex-c/gammaked), non-lyophilized (e.g., liquid), 500 mg",,,
J1566,"Injection, immune globulin, intravenous, lyophilized (e.g., powder), not otherwise specified, 500 mg",,,
J1568,"Injection, immune globulin, (octagam), intravenous, non-lyophilized (e.g., liquid), 500 mg",,,
J1569,"Injection, immune globulin, (gammagard liquid), non-lyophilized, (e.g., liquid), 500 mg",,,
J1570,"Injection, ganciclovir sodium, 500 mg",,,
J1571,"Injection, hepatitis b immune globulin (hepagam b), intramuscular, 0.5 ml",,,
J1575,"Injection, immune globulin/hyaluronidase, (hyqvia), 100 mg immuneglobulin",,,
J1576,"Injection, immune globulin (panzyga), intravenous, non-lyophilized (e.g., liquid), 500 mg",,,
J1580,"Injection, garamycin, gentamicin, up to 80 mg",,,
J1602,"Injection, golimumab, 1 mg, for intravenous use",,,
J1610,"Injection, glucagon hydrochloride, per 1 mg",,,
J1611,"Injection, glucagon hydrochloride (fresenius kabi), not therapeutically equivalent to j1610, per 1 mg",,,
J1626,"Injection, granisetron hydrochloride, 100 mcg",,,
J1627,"Injection, granisetron, extended-release, 0.1 mg",,,
J1630,"Injection, haloperidol, up to 5 mg",,,
J1631,"Injection, haloperidol decanoate, per 50 mg",,,
J1640,"Injection, hemin, 1 mg",,,
J1642,"Injection, heparin sodium, (heparin lock flush), per 10 units",,,
J1643,"Injection, heparin sodium (pfizer), not therapeutically equivalent to j1644, per 1000 units",,,
J1644,"Injection, heparin sodium, per 1000 units",,,
J1645,"Injection, dalteparin sodium, per 2500 iu",,,
J1650,"Injection, enoxaparin sodium, 10 mg",,,
J1652,"Injection, fondaparinux sodium, 0.5 mg",,,
J1670,"Injection, tetanus immune globulin, human, up to 250 units",,,
J1720,"Injection, hydrocortisone sodium succinate, up to 100 mg",,,
J1740,"Injection, ibandronate sodium, 1 mg",,,
J1743,"Injection, idursulfase, 1 mg",,,
J1745,"Injection, infliximab, excludes biosimilar, 10 mg",,,
J1746,"Injection, ibalizumab-uiyk, 10 mg",,,
J1747,"Injection, spesolimab-sbzo, 1 mg",,,
J1750,"Injection, iron dextran, 50 mg",,,
J1756,"Injection, iron sucrose, 1 mg",,,
J1786,"Injection, imiglucerase, 10 units",,,
J1805,"Injection, esmolol hydrochloride, 10 mg",,,
J1811,"Insulin (fiasp) for administration through dme (i.e., insulin pump) per 50 units",,,
J1813,"Insulin (lyumjev) for administration through dme (i.e., insulin pump) per 50 units",,,
J1817,"Insulin for administration through dme (i.e., insulin pump) per 50 units",,,
J1823,"Injection, inebilizumab-cdon, 1 mg",,,
J1836,"Injection, metronidazole, 10 mg",,,
J1885,"Injection, ketorolac tromethamine, per 15 mg",,,
J1920,"Injection, labetalol hydrochloride, 5 mg",,,
J1930,"Injection, lanreotide, 1 mg",,,
J1931,"Injection, laronidase, 0.1 mg",,,
J1932,"Injection, lanreotide, (cipla), 1 mg",,,
J1940,"Injection, furosemide, up to 20 mg",,,
J1943,"Injection, aripiprazole lauroxil, (aristada initio), 1 mg",,,
J1944,"Injection, aripiprazole lauroxil, (aristada), 1 mg",,,
J1950,"Injection, leuprolide acetate (for depot suspension), per 3.75 mg",,,
J1952,"Leuprolide injectable, camcevi, 1 mg",,,
J1953,"Injection, levetiracetam, 10 mg",,,
J1954,"Injection, leuprolide acetate for depot suspension (cipla), 7.5 mg",,,
J1955,"Injection, levocarnitine, per 1 gm",,,
J1956,"Injection, levofloxacin, 250 mg",,,
J2001,"Injection, lidocaine hcl for intravenous infusion, 10 mg",,,
J2010,"Injection, lincomycin hcl, up to 300 mg",,,
J2020,"Injection, linezolid, 200 mg",,,
J2060,"Injection, lorazepam, 2 mg",,,
J2150,"Injection, mannitol, 25% in 50 ml",,,
J2175,"Injection, meperidine hydrochloride, per 100 mg",,,
J2182,"Injection, mepolizumab, 1 mg",,,
J2185,"Injection, meropenem, 100 mg",,,
J2248,"Injection, micafungin sodium, 1 mg",,,
J2250,"Injection, midazolam hydrochloride, per 1 mg",,,
J2251,"Injection, midazolam hydrochloride (wg critical care) not therapeutically equivalent to j2250, per 1 mg",,,
J2260,"Injection, milrinone lactate, 5 mg",,,
J2270,"Injection, morphine sulfate, up to 10 mg",,,
J2272,"Injection, morphine sulfate (fresenius kabi) not therapeutically equivalent to j2270, up to 10 mg",,,
J2274,"Injection, morphine sulfate, preservative-free for epidural or intrathecal use, 10 mg",,,
J2278,"Injection, ziconotide, 1 microgram",,,
J2280,"Injection, moxifloxacin, 100 mg",,,
J2300,"Injection, nalbuphine hydrochloride, per 10 mg",,,
J2305,"Injection, nitroglycerin, 5 mg",,,
J2310,"Injection, naloxone hydrochloride, per 1 mg",,,
J2315,"Injection, naltrexone, depot form, 1 mg",,,
J2323,"Injection, natalizumab, 1 mg",,,
J2327,"Injection, risankizumab-rzaa, intravenous, 1 mg",,,
J2329,"Injection, ublituximab-xiiy, 1mg",,,
J2350,"Injection, ocrelizumab, 1 mg",,,
J2353,"Injection, octreotide, depot form for intramuscular injection, 1 mg",,,
J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",,,
J2356,"Injection, tezepelumab-ekko, 1 mg",,,
J2357,"Injection, omalizumab, 5 mg",,,
J2360,"Injection, orphenadrine citrate, up to 60 mg",,,
J2401,"Injection, chloroprocaine hydrochloride, per 1 mg",,,
J2405,"Injection, ondansetron hydrochloride, per 1 mg",,,
J2406,"Injection, oritavancin (kimyrsa), 10 mg",,,
J2407,"Injection, oritavancin (orbactiv), 10 mg",,,
J2426,"Injection, paliperidone palmitate extended release (invega sustenna), 1 mg",,,
J2427,"Injection, paliperidone palmitate extended release (invega hafyera, or invega trinza), 1 mg",,,
J2430,"Injection, pamidronate disodium, per 30 mg",,,
J2469,"Injection, palonosetron hcl, 25 mcg",,,
J2501,"Injection, paricalcitol, 1 mcg",,,
J2506,"Injection, pegfilgrastim, excludes biosimilar, 0.5 mg",,,
J2507,"Injection, pegloticase, 1 mg",,,
J2540,"Injection, penicillin g potassium, up to 600,000 units",,,
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",,,
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",,,
J2550,"Injection, promethazine hcl, up to 50 mg",,,
J2560,"Injection, phenobarbital sodium, up to 120 mg",,,
J2562,"Injection, plerixafor, 1 mg",,,
J2597,"Injection, desmopressin acetate, per 1 mcg",,,
J2675,"Injection, progesterone, per 50 mg",,,
J2680,"Injection, fluphenazine decanoate, up to 25 mg",,,
J2700,"Injection, oxacillin sodium, up to 250 mg",,,
J2704,"Injection, propofol, 10 mg",,,
J2720,"Injection, protamine sulfate, per 10 mg",,,
J2760,"Injection, phentolamine mesylate, up to 5 mg",,,
J2765,"Injection, metoclopramide hcl, up to 10 mg",,,
J2777,"Injection, faricimab-svoa, 0.1 mg",,,
J2778,"Injection, ranibizumab, 0.1 mg",,,
J2779,"Injection, ranibizumab, via intravitreal implant (susvimo), 0.1 mg",,,
J2781,"Injection, pegcetacoplan, intravitreal, 1 mg",,,
J2783,"Injection, rasburicase, 0.5 mg",,,
J2785,"Injection, regadenoson, 0.1 mg",,,
J2786,"Injection, reslizumab, 1 mg",,,
J2788,"Injection, rho d immune globulin, human, minidose, 50 micrograms (250 i.u.)",,,
J2790,"Injection, rho d immune globulin, human, full dose, 300 micrograms (1500 i.u.)",,,
J2791,"Injection, rho(d) immune globulin (human), (rhophylac), intramuscular or intravenous, 100 iu",,,
J2792,"Injection, rho d immune globulin, intravenous, human, solvent detergent, 100 iu",,,
J2794,"Injection, risperidone (risperdal consta), 0.5 mg",,,
J2795,"Injection, ropivacaine hydrochloride, 1 mg",,,
J2796,"Injection, romiplostim, 10 micrograms",,,
J2798,"Injection, risperidone, (perseris), 0.5 mg",,,
J2800,"Injection, methocarbamol, up to 10 ml",,,
J2805,"Injection, sincalide, 5 micrograms",,,
J2820,"Injection, sargramostim (gm-csf), 50 mcg",,,
J2860,"Injection, siltuximab, 10 mg",,,
J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",,,
J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",,,
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",,,
J2997,"Injection, alteplase recombinant, 1 mg",,,
J3000,"Injection, streptomycin, up to 1 gm",,,
J3010,"Injection, fentanyl citrate, 0.1 mg",,,
J3032,"Injection, eptinezumab-jjmr, 1 mg",,,
J3060,"Injection, taliglucerase alfa, 10 units",,,
J3090,"Injection, tedizolid phosphate, 1 mg",,,
J3095,"Injection, telavancin, 10 mg",,,
J3101,"Injection, tenecteplase, 1 mg",,,
J3105,"Injection, terbutaline sulfate, up to 1 mg",,,
J3111,"Injection, romosozumab-aqqg, 1 mg",,,
J3121,"Injection, testosterone enanthate, 1 mg",,,
J3145,"Injection, testosterone undecanoate, 1 mg",,,
J3230,"Injection, chlorpromazine hcl, up to 50 mg",,,
J3240,"Injection, thyrotropin alpha, 0.9 mg, provided in 1.1 mg vial",,,
J3241,"Injection, teprotumumab-trbw, 10 mg",,,
J3243,"Injection, tigecycline, 1 mg",,,
J3245,"Injection, tildrakizumab, 1 mg",,,
J3250,"Injection, trimethobenzamide hcl, up to 200 mg",,,
J3260,"Injection, tobramycin sulfate, up to 80 mg",,,
J3262,"Injection, tocilizumab, 1 mg",,,
J3285,"Injection, treprostinil, 1 mg",,,
J3299,"Injection, triamcinolone acetonide (xipere), 1 mg",,,
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",,,
J3304,"Injection, triamcinolone acetonide, preservative-free, extended-release, microsphere formulation, 1 mg",,,
J3315,"Injection, triptorelin pamoate, 3.75 mg",,,
J3357,"Ustekinumab, for subcutaneous injection, 1 mg",,,
J3358,"Ustekinumab, for intravenous injection, 1 mg",,,
J3360,"Injection, diazepam, up to 5 mg",,,
J3370,"Injection, vancomycin hcl, 500 mg",,,
J3371,"Injection, vancomycin hcl (mylan) not therapeutically equivalent to j3370, 500 mg",,,
J3372,"Injection, vancomycin hcl (xellia) not therapeutically equivalent to j3370, 500 mg",,,
J3380,"Injection, vedolizumab, 1 mg",,,
J3385,"Injection, velaglucerase alfa, 100 units",,,
J3396,"Injection, verteporfin, 0.1 mg",,,
J3410,"Injection, hydroxyzine hcl, up to 25 mg",,,
J3411,"Injection, thiamine hcl, 100 mg",,,
J3415,"Injection, pyridoxine hcl, 100 mg",,,
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",,,
J3430,"Injection, phytonadione (vitamin k), per 1 mg",,,
J3465,"Injection, voriconazole, 10 mg",,,
J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999 usp units)",,,
J3473,"Injection, hyaluronidase, recombinant, 1 usp unit",,,
J3475,"Injection, magnesium sulfate, per 500 mg",,,
J3480,"Injection, potassium chloride, per 2 meq",,,
J3489,"Injection, zoledronic acid, 1 mg",,,
J7030,"Infusion, normal saline solution , 1000 cc",,,
J7040,"Infusion, normal saline solution, sterile (500 ml = 1 unit)",,,
J7042,5% dextrose/normal saline (500 ml = 1 unit),,,
J7050,"Infusion, normal saline solution, 250 cc",,,
J7060,5% dextrose/water (500 ml = 1 unit),,,
J7070,"Infusion, d5w, 1000 cc",,,
J7120,"Ringers lactate infusion, up to 1000 cc",,,
J7170,"Injection, emicizumab-kxwh, 0.5 mg",,,
J7175,"Injection, factor x, (human), 1 i.u.",,,
J7177,"Injection, human fibrinogen concentrate (fibryga), 1 mg",,,
J7178,"Injection, human fibrinogen concentrate, not otherwise specified, 1 mg",,,
J7179,"Injection, von willebrand factor (recombinant), (vonvendi), 1 i.u. vwf:rco",,,
J7180,"Injection, factor xiii (antihemophilic factor, human), 1 i.u.",,,
J7181,"Injection, factor xiii a-subunit, (recombinant), per iu",,,
J7182,"Injection, factor viii, (antihemophilic factor, recombinant), (novoeight), per iu",,,
J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",,,
J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",,,
J7186,"Injection, antihemophilic factor viii/von willebrand factor complex (human), per factor viii i.u.",,,
J7187,"Injection, von willebrand factor complex (humate-p), per iu vwf:rco",,,
J7189,"Factor viia (antihemophilic factor, recombinant), (novoseven rt), 1 microgram",,,
J7190,"Factor viii (antihemophilic factor, human) per i.u.",,,
J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",,,
J7193,"Factor ix (antihemophilic factor, purified, non-recombinant) per i.u.",,,
J7194,"Factor ix, complex, per i.u.",,,
J7195,"Injection, factor ix (antihemophilic factor, recombinant) per iu, not otherwise specified",,,
J7197,"Antithrombin iii (human), per i.u.",,,
J7198,"Anti-inhibitor, per i.u.",,,
J7200,"Injection, factor ix, (antihemophilic factor, recombinant), rixubis, per iu",,,
J7201,"Injection, factor ix, fc fusion protein, (recombinant), alprolix, 1 i.u.",,,
J7202,"Injection, factor ix, albumin fusion protein, (recombinant), idelvion, 1 i.u.",,,
J7203,"Injection factor ix, (antihemophilic factor, recombinant), glycopegylated, (rebinyn), 1 iu",,,
J7204,"Injection, factor viii, antihemophilic factor (recombinant), (esperoct), glycopegylated-exei, per iu",,,
J7205,"Injection, factor viii fc fusion protein (recombinant), per iu",,,
J7207,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated, 1 i.u.",,,
J7208,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated-aucl, (jivi), 1 i.u.",,,
J7209,"Injection, factor viii, (antihemophilic factor, recombinant), (nuwiq), 1 i.u.",,,
J7210,"Injection, factor viii, (antihemophilic factor, recombinant), (afstyla), 1 i.u.",,,
J7211,"Injection, factor viii, (antihemophilic factor, recombinant), (kovaltry), 1 i.u.",,,
J7212,"Factor viia (antihemophilic factor, recombinant)-jncw (sevenfact), 1 microgram",,,
J7213,"Injection, coagulation factor ix (recombinant), ixinity, 1 i.u.",,,
J7214,"Injection, factor viii/von willebrand factor complex, recombinant (altuviiio), per factor viii i.u.",,,
J7308,"Aminolevulinic acid hcl for topical administration, 20%, single unit dosage form (354 mg)",,,
J7311,"Injection, fluocinolone acetonide, intravitreal implant (retisert), 0.01 mg",,,
J7312,"Injection, dexamethasone, intravitreal implant, 0.1 mg",,,
